Wall time,Step,Value
1570372420.3659074,0,1.5379161834716797
1570372502.5841756,1,1.0499407052993774
1570372586.4643793,2,0.777981698513031
1570372671.5795445,3,0.6848984956741333
1570372757.0421488,4,0.5902239680290222
1570372842.025814,5,0.5542594194412231
1570372926.7700105,6,0.49681925773620605
1570373011.350802,7,0.4351963698863983
1570373095.9778442,8,0.4223383069038391
1570373180.7159874,9,0.4201982021331787
1570373265.1954155,10,0.3787861466407776
1570373349.7911112,11,0.37639060616493225
1570373434.4570825,12,0.33633744716644287
1570373519.3004863,13,0.3184138834476471
1570373604.0102088,14,0.292068213224411
1570373688.6599236,15,0.29441750049591064
1570373773.2414904,16,0.30030038952827454
1570373857.9095423,17,0.26343220472335815
1570373942.5823164,18,0.26097002625465393
1570374027.2663126,19,0.2376701533794403
1570374111.9287198,20,0.2375415414571762
1570374196.5771034,21,0.2400456815958023
1570374281.627344,22,0.20651784539222717
1570374366.4009778,23,0.22494584321975708
1570374450.9392877,24,0.19731152057647705
1570374535.5101783,25,0.18425382673740387
1570374620.4176643,26,0.1823440045118332
1570374705.0192223,27,0.16615399718284607
1570374789.7254033,28,0.19183199107646942
1570374874.459337,29,0.16768236458301544
1570374959.0260859,30,0.17041049897670746
1570375043.677858,31,0.1664051115512848
1570375128.2796319,32,0.1578855961561203
1570375213.0142167,33,0.13594093918800354
1570375297.5818596,34,0.14158600568771362
1570375382.249473,35,0.14770953357219696
1570375466.85885,36,0.13080750405788422
1570375551.577825,37,0.14112651348114014
1570375636.1834424,38,0.13267046213150024
1570375721.0200562,39,0.12189282476902008
1570375805.7675326,40,0.11849180608987808
1570375890.3549325,41,0.12213239818811417
1570375975.0410616,42,0.11408504843711853
1570376059.7179167,43,0.12075409293174744
1570376144.38568,44,0.11665280163288116
1570376229.0886536,45,0.10679170489311218
1570376313.8001072,46,0.10461422801017761
1570376398.4484844,47,0.11102372407913208
1570376483.0241966,48,0.11878747493028641
1570376567.6900022,49,0.09787074476480484
1570376652.6796544,50,0.08211929351091385
1570376737.2356062,51,0.09837806224822998
1570376822.085882,52,0.0954277291893959
1570376906.7021585,53,0.08449970185756683
1570376991.301764,54,0.08028309792280197
1570377075.8808312,55,0.09574082493782043
1570377160.539408,56,0.07711327821016312
1570377245.1850314,57,0.0948752611875534
1570377329.718567,58,0.08150408416986465
1570377414.4492865,59,0.08098399639129639
1570377499.0985656,60,0.0784263014793396
1570377583.7532592,61,0.08610822260379791
1570377668.3346972,62,0.08678346127271652
1570377753.0386899,63,0.07332106679677963
1570377837.8126903,64,0.07683458924293518
1570377922.649907,65,0.08402501791715622
1570378007.311368,66,0.0774923786520958
1570378091.9787722,67,0.07483156770467758
1570378176.7287943,68,0.07006211578845978
1570378261.5128524,69,0.05864139273762703
1570378346.2204518,70,0.07511257380247116
1570378430.8944345,71,0.08197566121816635
1570378515.460723,72,0.05921925976872444
1570378600.1100597,73,0.06859432905912399
1570378684.8499029,74,0.059537481516599655
1570378769.3919134,75,0.058795683085918427
1570378853.9609005,76,0.05876779183745384
1570378938.7219398,77,0.056995488703250885
1570379023.629268,78,0.06347710639238358
1570379108.3087301,79,0.06496456265449524
1570379192.9355319,80,0.051018524914979935
1570379277.7287357,81,0.05995763838291168
1570379362.3668551,82,0.04602484032511711
1570379447.0131571,83,0.04966801404953003
1570379531.6377597,84,0.05532356724143028
1570379616.3675745,85,0.06577081978321075
1570379701.0454507,86,0.049678802490234375
1570379785.6546948,87,0.06142144277691841
1570379870.333602,88,0.05842151492834091
1570379955.2308252,89,0.047533340752124786
1570380039.9115038,90,0.05590735003352165
1570380124.8615077,91,0.05552039295434952
1570380209.4237669,92,0.05491628870368004
1570380294.0940335,93,0.05825748294591904
1570380378.888823,94,0.044811248779296875
1570380463.6040316,95,0.056207314133644104
1570380548.1961389,96,0.039394479244947433
1570380632.874613,97,0.04426005482673645
1570380717.6303773,98,0.04185939207673073
1570380802.4017045,99,0.04496489092707634
1570380887.0683045,100,0.043198809027671814
1570380971.837331,101,0.033561334013938904
1570381057.213207,102,0.029799045994877815
1570381142.1389093,103,0.030505459755659103
1570381227.1974654,104,0.030840925872325897
1570381312.0323007,105,0.03228941932320595
1570381396.8608274,106,0.02178199775516987
1570381481.6381433,107,0.030434956774115562
1570381566.4630692,108,0.0227812509983778
1570381651.4615805,109,0.021929452195763588
1570381736.195502,110,0.023867115378379822
1570381820.9538686,111,0.02567964419722557
1570381905.6425257,112,0.020156841725111008
1570381990.415093,113,0.026019331067800522
1570382075.212433,114,0.024826407432556152
1570382160.070359,115,0.024369696155190468
1570382244.8581703,116,0.02186114527285099
1570382329.8930242,117,0.023008061572909355
1570382414.760162,118,0.0223083458840847
1570382499.73282,119,0.025820933282375336
1570382584.4772236,120,0.025949550792574883
1570382669.4176888,121,0.023683466017246246
1570382754.1450214,122,0.021311113610863686
1570382838.9491389,123,0.022470545023679733
1570382923.7242122,124,0.02052615024149418
1570383008.4791806,125,0.020424218848347664
1570383093.365652,126,0.021743828430771828
1570383178.1896143,127,0.020927542820572853
1570383263.015154,128,0.01906518079340458
1570383347.8236845,129,0.024178477004170418
1570383432.6673605,130,0.01811816543340683
1570383517.4893365,131,0.01835213601589203
1570383602.2127671,132,0.021490518003702164
1570383686.9681919,133,0.020628739148378372
1570383771.6385255,134,0.019808081910014153
1570383856.6609266,135,0.02160802111029625
1570383941.286315,136,0.019570576027035713
1570384026.0229013,137,0.02250293828547001
1570384110.7434483,138,0.019490540027618408
1570384195.4668422,139,0.02510528266429901
1570384280.1235437,140,0.022703854367136955
1570384364.819814,141,0.01883714087307453
1570384449.455009,142,0.017984384670853615
1570384534.1995926,143,0.018543969839811325
1570384618.8103743,144,0.019686667248606682
1570384703.5977821,145,0.020036617293953896
1570384788.175159,146,0.023762376978993416
1570384872.850984,147,0.015153425745666027
1570384957.5554307,148,0.01585804671049118
1570385042.309521,149,0.014111915603280067
1570385127.1025176,150,0.01644439622759819
1570385211.7948472,151,0.01467766985297203
1570385296.3999443,152,0.017319293692708015
1570385381.0916364,153,0.01955370046198368
1570385465.923116,154,0.01646140217781067
1570385550.7412562,155,0.0158082265406847
1570385635.6067507,156,0.019356749951839447
1570385720.3586524,157,0.018141910433769226
1570385805.1014378,158,0.01225665956735611
1570385889.8404827,159,0.019232751801609993
1570385974.6516557,160,0.020477423444390297
1570386059.4588897,161,0.01931995525956154
1570386144.284755,162,0.017397141084074974
1570386229.156172,163,0.014575193636119366
1570386313.9645202,164,0.017754340544342995
1570386398.575042,165,0.013941770419478416
1570386483.2542496,166,0.011065230704843998
1570386568.0015712,167,0.013463150709867477
1570386652.8118677,168,0.0150994174182415
1570386737.8437448,169,0.016468891873955727
1570386822.5860252,170,0.015438597649335861
1570386907.3745978,171,0.01696215197443962
1570386992.1269562,172,0.016558296978473663
1570387076.844709,173,0.015047001652419567
1570387161.4951499,174,0.013516614213585854
1570387246.2399225,175,0.01940414495766163
1570387331.1358852,176,0.01429422851651907
1570387416.0759463,177,0.012512664310634136
1570387500.8576388,178,0.014897972345352173
1570387585.654677,179,0.014331291429698467
1570387670.4406338,180,0.01653488539159298
1570387755.2184436,181,0.01360761933028698
1570387840.1351526,182,0.02189761959016323
1570387924.8292124,183,0.020807815715670586
1570388009.5664315,184,0.014891338534653187
1570388094.3882232,185,0.013519377447664738
1570388179.1540601,186,0.01409849338233471
1570388263.904921,187,0.01705649308860302
1570388348.6045132,188,0.012434039264917374
1570388433.4567785,189,0.013122785836458206
1570388518.2361681,190,0.015499907545745373
1570388603.0407643,191,0.013144957832992077
1570388687.7294705,192,0.012041788548231125
1570388772.4237409,193,0.01659778505563736
1570388857.1209955,194,0.014795617200434208
