Wall time,Step,Value
1570372420.3666792,0,41.14285659790039
1570372502.5842907,1,62.46428680419922
1570372586.464541,2,72.32142639160156
1570372671.5796607,3,76.21428680419922
1570372757.0426235,4,79.17857360839844
1570372842.0259302,5,79.71428680419922
1570372926.7701418,6,82.39286041259766
1570373011.3515358,7,83.14286041259766
1570373095.9780347,8,84.64286041259766
1570373180.7164948,9,84.46428680419922
1570373265.195845,10,85.35713958740234
1570373349.7914,11,85.07142639160156
1570373434.4575708,12,87.82142639160156
1570373519.30081,13,88.10713958740234
1570373604.0105612,14,88.10713958740234
1570373688.6600451,15,89.03571319580078
1570373773.2416894,16,88.60713958740234
1570373857.9097087,17,89.71428680419922
1570373942.582434,18,90.0
1570374027.2665112,19,90.46428680419922
1570374111.9290218,20,91.07142639160156
1570374196.5772202,21,90.60713958740234
1570374281.627723,22,92.0
1570374366.4010968,23,91.53571319580078
1570374450.9394076,24,92.21428680419922
1570374535.5105329,25,93.28571319580078
1570374620.4178398,26,92.96428680419922
1570374705.0193381,27,93.17857360839844
1570374789.7258554,28,92.60713958740234
1570374874.4597964,29,93.5
1570374959.0263035,30,92.89286041259766
1570375043.6779838,31,93.0
1570375128.279745,32,93.21428680419922
1570375213.0143414,33,94.60713958740234
1570375297.5819764,34,95.0
1570375382.249617,35,94.14286041259766
1570375466.8591373,36,95.10713958740234
1570375551.5779684,37,94.57142639160156
1570375636.1835632,38,94.35713958740234
1570375721.0203032,39,95.10713958740234
1570375805.7680051,40,95.35713958740234
1570375890.3550525,41,94.67857360839844
1570375975.0415204,42,95.57142639160156
1570376059.7182682,43,95.28571319580078
1570376144.3859308,44,95.5
1570376229.0887694,45,95.92857360839844
1570376313.8006065,46,96.10713958740234
1570376398.4486003,47,95.42857360839844
1570376483.0245256,48,95.39286041259766
1570376567.6902642,49,96.0
1570376652.6798818,50,96.92857360839844
1570376737.2357247,51,95.96428680419922
1570376822.085992,52,96.71428680419922
1570376906.7026284,53,96.28571319580078
1570376991.3019102,54,96.5
1570377075.8809602,55,96.35713958740234
1570377160.5395243,56,97.10713958740234
1570377245.1852787,57,95.64286041259766
1570377329.718681,58,96.25
1570377414.4497552,59,96.35713958740234
1570377499.0990427,60,96.78571319580078
1570377583.7533748,61,96.53571319580078
1570377668.3348882,62,96.35713958740234
1570377753.0389132,63,96.82142639160156
1570377837.8131766,64,97.0
1570377922.6500173,65,96.28571319580078
1570378007.3114822,66,96.82142639160156
1570378091.9788883,67,97.28571319580078
1570378176.7289674,68,97.17857360839844
1570378261.5130622,69,97.78571319580078
1570378346.2209466,70,97.03571319580078
1570378430.8946176,71,96.96428680419922
1570378515.4608374,72,97.82142639160156
1570378600.1105275,73,97.17857360839844
1570378684.850376,74,97.71428680419922
1570378769.3920286,75,97.71428680419922
1570378853.9610147,76,97.92857360839844
1570378938.722301,77,97.82142639160156
1570379023.6293924,78,97.14286041259766
1570379108.3088458,79,97.25
